@relation trainset-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute fromout numeric
@attribute fromin numeric
@attribute toout numeric
@attribute toin numeric
@attribute width numeric
@attribute exist {0,1}

@data
3119,44,0,1,0,1
142,17,0,1,0,1
2496,118,0,41,4,1
33,8,0,1381,3,1
180,13,0,1,0,1
96,29,0,1,0,1
290,4,107,134,6,1
1460,353,0,19,4,1
179,15,0,44,3,1
380,84,0,41,1,1
117,13,0,9,2,1
87,3,0,69,1,1
2136,351,0,18,4,1
153,40,0,786,2,1
44,19,0,1,0,1
43,86,0,151,3,1
80,47,0,36,21,1
151,13,0,12,3,1
102,5,0,28,1,1
1829,48,0,64,15,1
8,7,2455,613,6,1
305,5,0,3,2,1
42,8,0,34,1,1
1226,102,0,29,9,1
188,1157,574,1555,35,1
752,40,0,251,9,1
584,29,0,6,2,1
497,362,584,157,22,1
10,2,0,3,0,1
107,12,0,203,2,1
64,12,0,5,0,1
139,139,0,4,2,1
14,5,142,357,1,1
229,27,0,90,7,1
1418,57,0,2,0,1
79,53,1348,1838,11,1
1935,835,0,5,4,1
81,20,0,1765,3,1
28,3,27,23,2,1
59,13,646,99,5,1
177,70,0,75,2,1
26,3,0,11,0,1
59,4,0,1,0,1
240,123,319,165,31,1
188,33,0,1,0,1
72,22,0,1,0,1
13,2,0,4,1,1
84,9,0,16,0,1
126,64,967,328,12,1
179,44,0,2,1,1
3937,249,0,155,30,1
47945,564,0,48,38,1
99,24,290,508,15,1
397,57,0,2,0,1
60,21,260,96,7,1
53371,722,0,98,41,1
113,14,0,91,3,1
273,12,0,1,0,1
34,17,0,29,0,1
34,12,0,14,0,1
3666,225,0,3,2,1
247,200,98,42,13,1
166,91,0,25,1,1
149,10,0,22,2,1
111,18,0,7,1,1
105,5,0,85,1,1
110,63,20710,649,4,1
937,166,8414,1283,100,1
142,59,0,312,7,1
75,52,159,52,21,1
543,134,0,99,16,1
485,163,0,19,5,1
158,24,0,56,5,1
41,18,0,10,1,1
70,30,333,755,16,1
17289,601,0,69,49,1
19,1,394,134,2,1
52,5,0,4,0,1
338,50,0,1,0,1
182,33,355,292,6,1
184,42,0,26,0,1
216,145,0,65,6,1
77,15,0,13,0,1
6,19,3561,192,3,1
525,57,0,84,12,1
186,23,0,3,2,1
15,13,0,4,0,1
41,2,72,129,3,1
70,5,0,9,0,1
73,5,0,82,1,1
255,14,0,78,0,1
31,98,0,47,1,1
141,16,85785,2664,12,1
217,6,0,1,0,1
12,5,37,15,0,1
123,45,3037,451,32,1
1448,200,325,114,45,1
351,92,0,181,34,1
1072,354,0,16,8,1
135,213,255,50,3,1
92,8,105,781,4,1
72,23,56,339,8,1
4396,292,0,135,69,1
221,24,0,50,3,1
290,67,0,31,10,1
288,7,0,21,1,1
54,35,189,138,29,1
463,26,85785,2664,27,1
134,44,126,38,11,1
1928,125,0,11,4,1
49,1003,0,17,0,1
99,17,0,25,0,1
21104,1820,0,36,24,1
406,35,0,6,1,1
94,17,0,2,0,1
156,68,0,60,13,1
73,34,0,14,2,1
98,60,0,183,9,1
80,26,732,266,13,1
6,2,100,2098,0,1
98,26,241,2532,12,1
69,33,167,220,0,1
271,12,0,46,5,1
427,47,0,11,0,1
23,7,0,2,0,1
147,5,0,7,0,1
695,14,0,4,2,1
108,136,250,99,13,1
137,304,0,11,3,1
19,59,171,1541,1,1
327,31,0,7,4,1
353,340,0,5,3,1
1186,34,0,28,4,1
75,11,0,85,6,1
246,118,0,2,0,1
1977,226,0,49,23,1
127,35,576,2203,10,1
2366,229,0,4,3,1
122,29,0,1,0,1
618,103,0,19,1,1
27,4,0,45,1,1
357,22,0,46,1,1
87,11,5245,922,5,1
320,9,0,2,0,1
67,18,16616,1743,1,1
6,13,0,5,0,1
485,40,0,3,0,1
28,74,0,62,2,1
232,204,0,25,11,1
600,67,0,19,6,1
291,20,0,1,0,1
5,1,373,96,1,1
92,62,0,155,5,1
137,13,0,19,1,1
136,32,0,1,0,1
30,5,0,1,0,1
26,23,0,5,1,1
73,46,3785,299,18,1
997,45,0,624,38,1
20,20,52,10,4,1
476,99,0,1,0,1
3239,68,0,3,0,1
276,13,475,14,1,1
93,31,0,37,2,1
2863,55,0,6,1,1
63,4,157,53,0,1
114,89,36,342,6,1
238,25,176,542,11,1
92,30,0,55,14,1
510,52,124,1117,25,1
760,45,0,68,12,1
154,7,0,6,1,1
101,106,9825,860,58,1
481,41,0,35,0,1
2863,145,0,5,1,1
582,27,0,285,7,1
43,92,380,111,0,1
135,86,0,46,7,1
344,117,0,139,11,1
21,5,0,1,0,1
731,90,0,87,2,1
12,7,0,15,0,1
98,16,0,2,1,1
134,150,5587,1172,27,1
69,34,0,28,16,1
100,11,0,1,0,1
20,663,0,28,1,1
47,23,0,58,9,1
14,4,42,4,2,1
105,72,98,34,11,1
179,48,0,1769,12,1
132,16,517,163,3,1
860,80,0,1,0,1
52,25,1508,81,6,1
408,71,0,129,24,1
251,86,0,16,2,1
1460,93,0,122,13,1
382,60,0,15,3,1
58,31,0,25,6,1
341,79,0,20,6,1
443,91,0,15,3,1
36,5,86,33,2,1
5573,193,0,78,57,1
1493,59,0,291,10,1
4235,97,0,42,37,1
68,34,0,2,0,1
54,6,0,1,0,1
106,194,0,5,0,1
2204,110,0,23,13,1
384,17,0,16,1,1
2066,194,0,77,32,1
49,47,875,100,13,1
1685,235,0,40,3,1
1990,139,3375,298,80,1
132,33,253,295,19,1
3240,126,0,82,11,1
223,758,0,22,4,1
60,6,0,9,3,1
250,29,0,8,0,1
25,3,430,708,5,1
121,39,12450,625,1,1
8421,109,0,17,3,1
603,10,0,150,2,1
1790,193,0,3,1,1
41,7,0,3,0,1
30,10,54,8,5,1
1094,101,0,5,1,1
236,30,0,3,0,1
75,56,0,3,2,1
2234,260,0,18,6,1
122,23,60088,2152,7,1
266,62,0,43,4,1
150,12,0,1,0,1
163,38,3898,170,5,1
99,41,0,115,0,1
123,10,0,29,0,1
8,2,0,1,0,1
142,5,0,1,0,1
34,14,39,1605,4,1
5174,118,0,46,2,1
208,41,0,145,4,1
62,22,0,1,0,1
79,5,0,25,0,1
111,45,202,345,7,1
167,2,210,414,35,1
1730,169,0,110,12,1
241,40,0,9,1,1
45,2,0,1,0,1
94,25,0,31,1,1
192,44,0,56,0,1
115,25,0,114,2,1
105,11,0,4,1,1
125,22,0,18,3,1
195,33,0,1,0,1
9,13,187,2358,3,1
81,20,0,2,0,1
197,36,0,18,1,1
560,254,796,274,29,1
21,34,89,213,14,1
14,5,116,279,1,1
412,30,0,1,0,1
198,31,0,111,7,1
579,111,225,279,37,1
892,95,0,736,49,1
5,2,389,757,3,1
165,25,0,1,0,1
28,136,0,2,1,1
106,12,0,1,0,1
135,171,0,57,8,1
455,56,2979,1752,27,1
226,31,0,6,0,1
83,13,0,385,4,1
68,69,0,16,0,1
119,5,0,1,0,1
11593,279,0,2,0,1
55,3,0,1,0,1
62,2,0,1,0,1
720,58,0,17,0,1
472,44,0,140,2,1
249,13,318,436,8,1
1310,451,0,68,7,1
23683,577,0,101,44,1
68,36,0,84,0,1
558,44,0,380,19,1
228,2,0,1,0,1
93,11,0,21,0,1
32583,1630,0,161,112,1
98,8,71,1529,0,1
579,29,0,3,0,1
244,21,0,2,1,1
127,16,0,86,2,1
143,51,102,71,18,1
54,7,0,3,1,1
74,42,51,37,15,1
33,13,226,227,10,1
148,199,15,3,2,1
1245,130,0,19,6,1
2115,38,0,21,0,1
5602,205,0,33,15,1
28,3,0,2,1,1
37,33,0,438,1,1
1527,251,0,37,12,1
495,99,0,223,12,1
86,29,0,22,1,1
197,75,208,124,14,1
173,17,3062,253,9,1
36,8,0,186,5,1
472,126,117,43,8,1
453,27,0,6,0,1
1129,58,0,1,0,1
12,1,0,1,0,1
341,79,78,300,12,1
227,13,0,1,0,1
371,3,0,178,3,1
5217,217,0,37,27,1
818,99,309,143,25,1
328,17,0,102,0,1
567,48,0,4,0,1
3847,286,0,69,23,1
27,7,0,23,1,1
156,36,0,42,3,1
307,102,0,25,1,1
75,13,0,11,4,1
48,18,0,91,2,1
1967,93,0,18,3,1
109,323,0,26,1,1
1367,77,0,12,6,1
689,77,0,19,2,1
64,44,0,2,0,1
2608,972,0,7,0,1
78791,1609,0,48,40,1
402,45,144,444,17,1
2475,364,0,4,2,1
47364,673,0,1,0,1
148,60,0,50,7,1
239,5,0,2,0,1
24,10,0,9,0,1
461,9,1921,2951,24,1
83,56,0,20,12,1
143,142,1699,418,32,1
420,85,0,30,3,1
260,67,41,283,1,1
30,6,0,119,1,1
126,20,2,94,4,1
22352,285,0,1,0,1
383,55,449,46,3,1
5417,562,0,159,87,1
193,141,162,37,6,1
1941,169,0,106,33,1
27310,493,0,43,34,1
208,191,0,23,4,1
126,5,36,5,0,1
164,55,0,171,12,1
726,33,0,103,7,1
294,116,249,143,30,1
11,3,0,2,0,1
295,6,31,90,2,1
32,206,178,891,6,1
286,93,0,50,12,1
1981,217,0,72,16,1
124,29,0,27,0,1
203,34,0,55,17,1
1187,132,350,82,27,1
287,79,101514,1485,29,1
128,13,0,43,6,1
1259,109,0,437,47,1
164,36,0,341,10,1
281,16,0,2,0,1
216,45,0,41,1,1
9604,262,0,219,152,1
88,147,0,98,10,1
4,9,0,7,0,1
50,9,87,1267,8,1
49,7,248,80,4,1
1096,79,0,38,8,1
48,15,0,2,0,1
240,7,0,5,0,1
65,115,144,120,17,1
63,4,0,21,3,1
12713,551,0,152,56,1
270,49,0,1,0,1
66,562,0,31,1,1
35,22,40,23,14,1
19,5,0,1,0,1
61749,2090,0,21,17,1
371,63,660,143,17,1
355,232,573,157,32,1
124,8,0,11,1,1
22,1,0,12,1,1
478,12,647,242,15,1
96,20,0,29,5,1
50,710,25437,695,1,1
187,8,0,3,0,1
30,5,3,1215,2,1
1659,39,0,6,3,1
851,80,0,44,31,1
12,1,0,1,0,1
154,61,0,1,0,1
74,37,58,1294,31,1
38,52,126,43,9,1
238,49,0,30,4,1
1322,72,0,2,1,1
2361,248,0,3,1,1
456,104,114,186,45,1
775,121,0,24,4,1
422,60,0,1,0,1
62,284,0,23,2,1
261,25,0,2,0,1
25743,535,0,1,0,1
160,130,0,40,7,1
64,22,0,40,5,1
2347,85,0,114,49,1
883,238,0,60,18,1
16,8,764195,4841,0,1
1136,93,0,1054,48,1
43,50,45,32,12,1
429,157,317,446,3,1
96,8,0,20,0,1
145,49,0,29,15,1
97,8,0,17,0,1
87,37,0,35,2,1
175,33,3543,316,9,1
74,56,0,1045,4,1
15,25,169,28,2,1
153,21,59,1637,5,1
72,1,0,5,0,1
200,86,0,55,6,1
28,10,40,24,3,1
162,83,0,124,1,1
2436,315,169,77,27,1
117,188,155,153,18,1
36,8,356,80,2,1
372,143,473,133,24,1
102,26,0,32,0,1
33,2,0,45,0,1
398,37,0,1,0,1
81,6,0,4,1,1
24,23,0,49,1,1
134,106,198,562,32,1
361,9,0,116,2,1
607,120,0,217,13,1
53,3,0,3,0,1
29,152,1019,844,10,1
181,44,0,2,0,1
515,131,6,1783,49,1
27,13,4932,751,10,1
406,69,0,9,1,1
1480,138,0,21,3,1
93,61,0,16,12,1
335,73,0,2,0,1
28974,1591,0,583,280,1
8,34,28,32,0,1
472,33,594,237,25,1
663,124,0,3,1,1
66,18,0,14,3,1
454,64,206,207,21,1
113,54,137,76,13,1
78,14,112,263,4,1
1002,95,0,10,5,1
98625,2466,0,10,6,1
338,36,0,163,3,1
1982,52,0,2,1,1
251,20,0,19,1,1
317,36,71,1529,16,1
12,1,0,256,0,1
43,159,30871,1837,4,1
3597,94,0,622,49,1
184,156,1655,175,33,1
1962,72,0,1,0,1
71,59,13,573,19,1
14,9,0,75,1,1
1322,72,0,5,1,1
105,11,62,503,7,1
20,3,0,3,0,1
162,68,19,5,3,1
46,5,221,452,13,1
353,340,0,7,1,1
229,67,0,17,2,1
40,1,0,4,0,1
61,6,0,3,1,1
136,1,0,74,3,1
2,5,1041,52,1,1
444,152,0,3,2,1
16316,351,0,24,17,1
577,66,550,168,28,1
574,133,0,57,4,1
273,37,435,152,16,1
584,84,16079,679,64,1
118,46,118,62,33,1
206,250,67,38,26,1
72,6,0,5,4,1
577,154,0,6,2,1
43,14,1168,767,7,1
13,8,0,1,0,1
24,37,86,33,7,1
93,88,0,166,8,1
100,10,0,145,2,1
15,7,97,131,10,1
3083,21,0,7,0,1
74,2,0,1,0,1
2,1,0,2,0,1
80,14,0,4,0,1
29,17,1229,208,4,1
1621,51,0,7,1,1
240,111,0,16,6,1
189,17,0,57,1,1
86,8,0,27,1,1
306,101,698,184,37,1
1511,75,0,31,1,1
153,11,0,1,0,1
649,213,0,211,32,1
33,7,0,207,0,1
48,19,198,562,21,1
20,5,68,63,2,1
667,20,163,2921,13,1
2204,332,0,17,10,1
3161,126,0,7,0,1
273,21,0,150,4,1
19,5,0,1,0,1
74,9,0,7,0,1
101,4,0,15,0,1
20577,1138,2819,711,327,1
2925,75,0,128,26,1
23,2,9726,344,0,1
1951,35,0,12,1,1
138,35,22,18,2,1
146,12,0,11,2,1
567,305,0,121,1,1
292,34,0,174,3,1
44,9,0,1,0,1
2075,489,0,29,17,1
9779,651,0,158,55,1
31,7,6562,766,4,1
23,3,0,1,0,1
148,75,0,18,5,1
18,2,0,3,0,1
45,1,0,222,5,1
76,61,0,2,1,1
1890,68,346,173,58,1
986,147,0,3,2,1
38,5,130,262,8,1
2001,177,0,52,19,1
1010,145,0,16,6,1
25,2,0,3,0,1
361,31,0,1,0,1
407,99,3,3035,22,1
135,213,0,2,1,1
253,40,471,132,11,1
19,4,59,1637,1,1
429,114,8479,407,46,1
50,1,50,322,5,1
273,5,0,3,0,1
9,8,668,302,5,1
670,39,0,571,9,1
186,42,0,6,0,1
339,61,0,51,9,1
153,27,0,208,3,1
416,26,0,1,0,1
139,74,0,18,16,1
46,2,1399,215,0,1
369,21,0,1,0,1
349,18,221,452,20,1
2004,139,0,79,15,1
42,3,0,1,0,1
635,202,6135,574,61,1
38,3,0,13,0,1
19,16,21,26,4,1
50,9,0,2,1,1
103,4,0,96,3,1
86,6,0,8,0,1
63,5,69,319,3,1
2383,76,0,2,1,1
141,20,0,9,5,1
64,23,88,545,10,1
91,515,49,430,25,1
427,1354,282,908,39,1
450,27,0,56,7,1
152,89,186,89,0,1
50,124,0,13,6,1
116,12,0,3,0,1
76,46,150,82,4,1
180,13,0,1,0,1
196,322,549,129,1,1
2874,119,0,2,1,1
112,20,0,1,0,1
204,127,0,94,2,1
179,139,111,86,21,1
56,11,0,9,4,1
235,7,0,10,1,1
515,60,127,1345,13,1
35,4,0,2,0,1
160,11,254,71,2,1
25,2,0,1,0,1
242,17,0,133,4,1
293,198,662,246,4,1
25,1,0,1,0,1
29,16,0,1,0,1
11,14,0,14,2,1
120,16,68,69,7,1
13423,424,0,148,79,1
33398,907,0,12,8,1
1949,113,86403,1882,60,1
650,39,0,1156,28,1
136,352,22,263,10,1
37,1,0,19,0,1
22,3,0,22,0,1
45,2,0,3,0,1
57,1,0,3,0,1
1745,48,0,1,0,1
1890,68,0,37,7,1
91,84,0,44,3,1
1110,146,0,78,3,1
46,17,765,246,12,1
201,92,0,41,15,1
240,11,0,17,0,1
84,2,0,23,5,1
224,40,0,776,10,1
178,42,0,94,9,1
517,163,0,4,0,1
4568,490,0,30,10,1
456,279,0,95,7,1
161,91,0,17,4,1
115,7,0,1,0,1
51,14,0,3,2,1
41,6,102,68,4,1
255,27,0,2,1,1
15,1,0,10,0,1
17980,585,0,2,0,1
271,29,0,3,0,1
52,17,1414,42,1,1
37,5,0,15,0,1
19283,1042,10848,481,203,1
236,241,0,119,10,1
324,71,102,23,2,1
208,32,0,42,1,1
1869,57,1129,154,5,1
51,6,0,16,1,1
215,40,0,13,0,1
335,89,124,1117,8,1
3744,259,0,22,6,1
79,6,0,20,1,1
92,389,451,1284,18,1
285,42,118,39,7,1
2747,388,0,179,41,1
51,29,0,84,1,1
36,384,0,17,1,1
91,8,0,3,1,1
17,5,0,2,0,1
454,178,0,20,2,1
690,2605,0,28,3,1
94,5,0,2,0,1
620,95,506,91,8,1
155,18,0,10,5,1
233,39,0,894,29,1
61,5,0,8,0,1
241,91,85916,4637,37,1
1157,229,0,2,0,1
42,5,12,8,2,1
61,28,0,1,0,1
796,101,0,7,0,1
313,7,0,1,0,1
80,23,214,1141,14,1
440,76,2641,113,14,1
59,54,0,148,2,1
34,12,0,11,8,1
218,39,0,19,1,1
202,29,0,70,4,1
48,9,0,122,0,1
179,44,202,223,15,1
1039,123,0,8,2,1
297,176,255,54,11,1
40,7,0,79,1,1
1627,84,0,57,18,1
6176,122,0,803,97,1
759,92,0,75,15,1
55,22,39,1605,6,1
164,17,0,1,0,1
30,6,0,2,1,1
73,24,26,1444,2,1
57,5,0,143,0,1
13,2,0,12,2,1
658,63,0,22,4,1
38,9,317,71,14,1
1736,51,0,3,1,1
836,159,0,52,2,1
126,21,324,127,1,1
43,2,507,43,1,1
189,302,0,176,6,1
851,85,0,64,4,1
420,31,0,5,3,1
231,268,0,25,2,1
195,29,0,14,0,1
419,142,0,12,3,1
70,7,0,41,0,1
2874,119,0,8,5,1
26,9,0,6,3,1
126,38,162,1881,5,1
258,64,0,37,12,1
584,157,0,4,0,1
190,1,0,4,0,1
511,122,686,144,29,1
35,4,0,55,6,1
41367,406,0,131,69,1
53,12,0,139,2,1
124,40,0,8,0,1
3743,183,0,147,40,1
48,3,0,72,1,1
998,60,68393,1130,45,1
40,22,0,1,0,1
109,3,0,1,0,1
5330,64,0,18,8,1
131,140,380,239,1,1
104,29,98,59,3,1
408,82,374,54,3,1
31,12,0,2,0,1
702,59,0,4,1,1
328,59,0,66,0,1
898,71,0,4,1,1
47,9,0,109,5,1
717,29,15850,248,5,1
371,33,0,6,1,1
72,10,272,276,3,1
8,2,119,57,1,1
153,80,313,259,32,1
1473,28,0,21,1,1
76,15,0,69,1,1
80,40,0,19,0,1
474,38,0,3,0,1
533,28,0,1,0,1
186,12,11,444,2,1
96,14,1080,904,11,1
610,111,0,151,8,1
73,18,0,8,1,1
521,119,121,227,6,1
93,61,0,10,5,1
197,47,86,406,22,1
248,121,7252,358,11,1
208,32,245,37,2,1
133,165,19,197,14,1
407,28,0,17,3,1
374,39,49,693,8,1
354,12,0,79,17,1
86,8,0,53,1,1
98,117,430,708,17,1
80,29,0,21,3,1
546,55,111,862,8,1
184,21,0,1,0,1
364,35,0,1,0,1
9,23,0,2,0,1
50,25,0,72,7,1
243,29,0,8,1,1
214,20,74,19,7,1
463,16,0,3,0,1
1,5,46,36,0,1
271,76,0,64,2,1
29,6,0,22,2,1
569,19,0,11,1,1
157,30,333,166,30,1
653,37,0,2,0,1
32,2,0,6,3,1
1609,80,0,270,50,1
1064,215,0,34,17,1
116,55,0,1,0,1
2765,48,0,13,0,1
136,11,0,7,0,1
329,1648,836,93,5,1
1561,368,0,61,15,1
22,50,0,59,4,1
179,69,0,1,0,1
52,1,0,2,0,1
95,5,0,12,0,1
138,14,0,893,4,1
97,27,0,1,0,1
446,45,0,2,0,1
65,3,0,6,0,1
32,134,0,7,0,1
170,22,0,40,4,1
87,66,3808,904,35,1
59,23,438,127,13,1
742,26,0,3,2,1
39,627,0,16,0,1
17,2,0,4,1,1
424,66,227,45,4,1
21,3,49,28,2,1
1317,117,0,86,16,1
192,84,0,1,0,1
70,50,0,4,3,1
1918,105,0,351,26,1
512,120,0,110,7,1
176,73,0,87,3,1
191,54,0,143,0,1
334,132,4959,526,38,1
13,3,0,7,1,1
144,11,0,97,5,1
10,3,3,3035,0,1
731,19,0,2,0,1
11,5,0,51,0,1
230,136,118,39,9,1
77,12,0,82,2,1
168,8,0,5,0,1
135,12,0,25,0,1
276,34,0,1218,22,1
122,34,0,103,1,1
28,36,357,127,23,1
376,15,0,5,1,1
2442,208,0,26,12,1
1694,180,0,73,9,1
2747,388,0,71,20,1
1140,107,0,2,0,1
33,7,0,1,0,1
100,62,0,1,0,1
407,33,0,125,12,1
96,16,852,318,15,1
173,59,0,16,5,1
17,5,40,45,1,1
11,2,0,1,0,1
14,3,764195,4841,0,1
2098,401,0,107,41,1
579,111,1072,114,20,1
137,31,71,263,2,1
3478,69,0,2,0,1
125,31,0,12,1,1
3807,447,1602,344,132,1
241,40,0,61,2,1
304,140,432,57,6,1
281,81,0,39,6,1
53,1,43,27,0,1
92,28,547,351,21,1
68,1,0,2,1,1
98,43,0,6,0,1
213,15,0,1,0,1
11938,509,0,51,19,1
106,56,1736,346,38,1
126,15,18,3654,16,1
248,39,591,54,7,1
81,19,293,37,7,1
69,7,547,351,6,1
61,3,0,1,0,1
220,36,0,1,0,1
48,2,0,134,0,1
94,15,0,42,0,1
365,76,0,85,2,1
389,29,0,20,4,1
16,49,0,28,1,1
222,79,0,124,13,1
758,107,0,6,1,1
808,65,0,4,1,1
449,148,0,30,12,1
3572,235,0,387,75,1
50,3,0,2,0,1
31,19,121,79,6,1
313,484,149,86,26,1
3478,69,0,6,5,1
411,217,68,117,19,1
866,119,0,73,7,1
25437,695,0,41,30,1
120,68,72,22,12,1
344,117,0,7,0,1
159,22,0,111,2,1
284,155,0,51,8,1
76,19,0,8,0,1
216,45,0,91,1,1
108,4,0,18,0,1
10,96,0,16,2,1
805,61,18915,1036,34,1
371,24,0,12,4,1
1279,138,0,9,0,1
49,3,0,14,0,1
463,16,0,2,0,1
82,15,576,149,4,1
864,8,0,45,0,1
406,40,0,40,1,1
1390,39,0,8,1,1
121,79,78,13,6,1
1,13,0,2,0,1
101,48,283,101,7,1
18,2,0,46,1,1
0,5,0,0,0,0
58,6,0,282,0,1
107,227,0,27,3,1
129,34,0,4,0,1
705,56,0,184,6,1
462,48,19,197,3,1
82,12,0,17,1,1
81,2,0,3,0,1
307,83,0,3,1,1
96,94,0,44,4,1
98,17,0,19,2,1
260,270,0,5,0,1
135,17,0,5,3,1
57,56,0,2,1,1
64,321,0,6,1,1
3,11,7,10,0,1
677,158,1524,382,75,1
96,20,0,13,2,1
283,22,0,162,12,1
2544,30,0,206,15,1
527,127,0,42,1,1
302,84,0,23,12,1
185,64,0,83,3,1
208,13,17,135,2,1
803,157,0,42,4,1
435,20,3381,526,4,1
111,8,7009,593,1,1
170,22,0,1,0,1
313,20,0,4,1,1
72,5,657,411,9,1
583,170,1206,210,49,1
452,58,0,12,0,1
40,7,0,6,0,1
1284,3,0,2,0,1
5055,76,0,1,0,1
3610,347,0,18,2,1
43,12,0,58,5,1
3107,114,0,210,48,1
397,50,0,194,18,1
24,5,0,3,2,1
40,13,0,69,1,1
1042,97,0,61,14,1
1877,121,0,9,3,1
71,13,198,562,12,1
504,54,0,4,0,1
76,34,0,35,3,1
536,61,0,176,5,1
370,28,0,56,2,1
7871,131,0,91,42,1
4,2,0,7,0,1
2517,35,0,110,14,1
92,8,213,90,0,1
309,30,0,9,2,1
177,52,375,273,55,1
1665,83,0,4,2,1
154,18,0,1,0,1
86,20,0,5,0,1
258,42,0,169,3,1
304,55,0,14,5,1
409,55,0,3,2,1
285,28,0,1769,12,1
1271,50,0,3,0,1
112,18,0,42,1,1
87,7,0,3,0,1
135,12,0,9,1,1
97,12,6382,468,4,1
11,9,0,7,0,1
199,61,0,4,2,1
140,30,18,3654,5,1
60,15,372,21,1,1
268,133,0,8,1,1
169,8,0,1,0,1
29,36,2,4,2,1
386,16,231,18,1,1
306,35,1052,173,1,1
745,40,0,6,0,1
586,81,0,287,5,1
559,29,0,19,2,1
5823,351,0,12,3,1
745,152,451,1284,79,1
431,64,0,3,1,1
299,527,90,291,32,1
285,89,0,201,26,1
259,57,1558,1316,42,1
78,3,0,54,2,1
103,16,492,89,11,1
150,8,0,38,0,1
5209,134,0,79,6,1
11,4,0,10,2,1
760,63,0,2,0,1
484,44,0,2,0,1
191,52,0,2,1,1
137,31,0,452,3,1
74,24,236,86,32,1
34,7,0,4,0,1
257,47,149,29,0,1
12,1,92,23,0,1
125,50,449,129,21,1
446,38,0,3,0,1
85,160,8,62,3,1
1749,29,0,2,1,1
365,127,7252,358,24,1
49,9,71,11,6,1
135,24,0,170,1,1
750,99,0,342,17,1
138,48,72,21,11,1
17401,551,0,182,100,1
43,35,0,9,0,1
1,11,0,26,0,1
70,15,198,562,22,1
119,44,0,97,12,1
345,92,0,6,2,1
4655,484,0,71,33,1
54,1643,0,7,0,1
2081,97,0,8,7,1
30,76,0,21,2,1
32,11,0,2,0,1
242,52,220,238,33,1
31,4,0,12,0,1
146,36,3486,418,18,1
804,45,0,55,3,1
185,18,0,12,4,1
941,180,0,9,5,1
187,12,124,1789,10,1
33,212,0,3,1,1
37,5,163,2921,5,1
31,134,11111,311,13,1
16,1,0,2,0,1
39,31,90,189,1,1
71,60,21104,1820,32,1
107,2,0,1,0,1
1891,164,0,64,19,1
98,15,0,3,0,1
1417,142,0,57,13,1
117,42,381,480,4,1
89,5,0,1,0,1
20,40,76,438,9,1
90,148,120,93,7,1
16,26,0,2,0,1
136,18,0,1,0,1
17,7,74,99,5,1
151,44,179,48,5,1
5919,183,0,12,2,1
253,295,0,61,6,1
1764,38,0,2,0,1
229,28,229,480,5,1
40,45,0,1381,6,1
526,46,61749,2090,29,1
48,35,0,73,0,1
587,43,0,28,1,1
152,12,0,60,0,1
12317,510,0,35,22,1
77,43,0,387,2,1
77,56,3736,84,4,1
48,20,490,74,1,1
45,22,105,781,8,1
376,79,0,47,11,1
32,6,0,3,1,1
38,10,156,68,9,1
49,9,0,114,0,1
83,8,0,97,0,1
34,10,0,3,0,1
2219,71,0,75,10,1
508,83,0,9,0,1
52,17,0,179,0,1
451,227,0,5,0,1
436,418,0,2,1,1
12661,259,0,1,0,1
113,10,0,208,0,1
954,62,0,2,0,1
295,59,200,22,6,1
320,45,0,57,4,1
67,34,0,40,3,1
1929,58,0,18,6,1
181,26,0,120,7,1
415,28,0,6,0,1
2097,101,0,2,0,1
25,14,0,16,7,1
2173,103,0,2,0,1
120,29,795,2431,23,1
999,82,0,5,2,1
58,9,0,1,0,1
65,12,0,6,3,1
885,119,0,2,0,1
1134,193,0,107,24,1
99,42,284,103,4,1
37,13,5979,914,11,1
28,1,18,3654,2,1
194,40,0,2,0,1
92,33,0,11,1,1
3,4,3,4,1,1
69,11,0,7,0,1
93,88,0,40,6,1
15,27,437,97,1,1
1444,211,0,142,25,1
12317,510,0,13,6,1
852,91,0,4,1,1
91,46,0,19,9,1
6,5,0,3,0,1
135,131,42,187,6,1
156,51,0,142,7,1
1004,111,0,4,2,1
5746,316,0,221,33,1
14,4,0,2,0,1
1381,33,0,54,6,1
271,76,0,265,27,1
70,21,0,11,0,1
670,52,0,609,6,1
936,16,0,98,2,1
166,21,547,255,6,1
18,12,0,2,0,1
13290,509,0,446,29,1
1375,358,0,190,29,1
134,12,189,54,7,1
752,40,0,29,8,1
55,4,0,22,1,1
175,138,217,176,13,1
2733,181,0,2,1,1
98,12,0,11,0,1
4,3,135,29,1,1
9420,317,0,22,11,1
8,2,0,4,0,1
30,1,0,596,1,1
91,6,0,5,0,1
1455,172,0,269,27,1
12100,421,0,7,0,1
465,151,0,1,0,1
64,9,0,1,0,1
151,3,0,107,0,1
1402,132,0,103,6,1
962,71,0,21,6,1
144,12,0,1,0,1
120,94,369,242,6,1
91,22,33,16,9,1
52,29,0,15,0,1
4940,232,0,46,9,1
280,51,0,3,0,1
2556,224,0,15,4,1
1465,79,0,4,2,1
49,21,0,42,1,1
183,159,0,18,10,1
149,10,0,53,1,1
319,16,0,13,0,1
167,128,285,105,22,1
308,61,0,35,6,1
56,9,0,1,0,1
23,1,0,1,0,1
66,4,0,69,1,1
236,61,0,6,2,1
1010,145,8923,619,62,1
519,40,751,2294,41,1
