@relation trainset-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute fromout numeric
@attribute fromin numeric
@attribute toout numeric
@attribute toin numeric
@attribute width numeric
@attribute exist {0,1}

@data
117,6,0,7,1,1
247,8,0,106,2,1
39,11,151,71,16,1
38,20,0,2,1,1
2,87,0,57,0,1
631,123,0,70,25,1
6329,309,0,19,12,1
122,92,0,4,3,1
28986,217,327,70,20,1
2,2,292,61,1,1
48,3,0,29,4,1
78,7,0,121,4,1
1761,277,0,365,43,1
9317,107,0,82,9,1
115,35,242,168,65,1
1909,37,0,6,0,1
216,14,0,64,3,1
22,2,0,1,0,1
450,27,0,5,0,1
90,38,923,242,3,1
12,10,32,25,4,1
28,30,221,26,3,1
251,18,0,2,0,1
605,150,1404,212,19,1
81,4,0,13,0,1
2002,432,0,87,21,1
1136,93,0,91,13,1
196,37,1257,292,4,1
36,19,0,10,0,1
665,13,129,34,6,1
554,27,0,7,2,1
113,8,0,2,1,1
485,40,0,48,14,1
2060,174,0,85,11,1
19,7,0,15,0,1
15,6,0,1353,4,1
265,40,0,20,10,1
38,10,156,68,9,1
266,64,0,65,4,1
42,6,140,21,1,1
276,25,0,1,0,1
163,38,1888,222,11,1
278,29,0,20,5,1
275,48,0,30,5,1
98,60,7172,1193,35,1
144,40,154,33,10,1
98,99,546,237,20,1
836,93,0,38,1,1
80,11,0,60,0,1
678,22,0,89,4,1
54,14,64,64,13,1
1,3,0,1,0,1
289,63,0,39,3,1
58,15,264,65,2,1
97,16,140,59,3,1
5,5,197,236,4,1
42,18,0,95,0,1
151,37,1,1,0,1
46,8,162,1592,13,1
34,93,0,29,4,1
5,1,0,4,0,1
90,291,0,24,7,1
117,6,110,6,1,1
39,65,0,3,0,1
1102,94,0,4,3,1
218,34,136,149,20,1
40,10,69,319,11,1
52,7,0,39,2,1
54,4,0,14,1,1
780,78,0,396,28,1
1755,125,0,34,9,1
131,401,215,25,0,1
322,34,726,631,36,1
203,87,0,13,0,1
33,29,97,16,8,1
29,26,411,217,10,1
0,4,0,0,0,0
198,562,67,34,12,1
132,21,0,7,5,1
29,4,72,126,6,1
1889,192,0,20,3,1
60,10,0,1,0,1
304,7,0,202,3,1
80,162,124,1789,5,1
1079,138,0,20,5,1
1659,39,0,3,0,1
283,22,0,48,4,1
768,42,32583,1630,30,1
0,7,0,0,0,0
895,243,0,23,10,1
65,23,98,9,1,1
137,20,0,1,0,1
376,44,0,2,0,1
25,6,0,3,2,1
326,72,109,669,11,1
74,15,0,1,0,1
656,199,0,44,5,1
166,4,0,2,0,1
568,94,0,214,5,1
4843,181,0,141,97,1
3198,32,0,12,3,1
92,3,0,166,1,1
717,87,0,2,0,1
3853,408,1538,332,133,1
61,4,614,59,0,1
120,5,0,412,1,1
215,966,0,51,6,1
69,12,0,4,0,1
248,15,0,2,0,1
606,84,0,25,7,1
34082,285,0,183,75,1
116,46,0,36,5,1
1167,26,0,1,0,1
1955,64,87,118,21,1
2046,318,0,232,45,1
49,4,0,3,1,1
136,40,0,12,0,1
1152,411,1051,204,72,1
718,18,0,22,0,1
231,10,0,3,0,1
170,42,1937,168,11,1
4904,125,0,64,7,1
327,31,0,82,0,1
1105,47,0,3,1,1
925,147,0,19,2,1
102,44,0,3,2,1
26,10,11757,1505,10,1
101,42,174,115,22,1
435,50,0,46,17,1
74,34,0,15,9,1
6,3,389,757,1,1
203,21,113,242,17,1
356,32,0,6,4,1
256,11,0,2,0,1
55,8,0,47,4,1
1,16,0,5,0,1
311,31,0,513,7,1
4284,477,0,30,9,1
18,2,915,250,3,1
24,17,35,22,11,1
175,57,0,30,3,1
38,7,35,14,7,1
94,12,0,7,0,1
1943,83,0,9,3,1
212,26,0,7,1,1
86,43,848,324,8,1
21294,570,0,56,38,1
650,39,0,21,4,1
20426,816,2668,788,176,1
422,137,0,96,12,1
97,17,0,41,2,1
131,16,0,5,2,1
538,75,0,14,5,1
0,1,0,0,0,0
15,4,0,359,2,1
335,138,1539,281,19,1
159,112,0,26,3,1
241,18,0,3,1,1
130,40,764195,4841,13,1
302,25,0,1,0,1
303,14,0,1,0,1
704,115,0,86,25,1
117,6,0,25,2,1
10,1,0,1,0,1
41,7,21104,1820,13,1
391,179,3778,434,13,1
2012,85,0,219,47,1
56,11,0,1,0,1
42,5,0,6,0,1
409,91,0,7,0,1
230,90,1094,271,13,1
258,36,47,34,16,1
89,17,87,1267,8,1
111,81,0,10,7,1
185,38,0,13,1,1
19,16,0,26,2,1
161,40,0,195,3,1
1,4,0,17,0,1
651,39,0,3,0,1
55,296,14,316,0,1
151,114,293,206,12,1
1590,137,0,23,3,1
34,3,0,2,0,1
23,247,339,852,7,1
83,75,179,222,15,1
914,149,0,41,14,1
140,14,0,1,0,1
901,153,0,23,5,1
42,18,157,68,17,1
104,143,47,302,9,1
248,109,0,50,12,1
168,65,0,13,2,1
1397,157,0,264,54,1
11,11,65,33,6,1
2018,133,135,68,35,1
62,2,0,1,0,1
368,57,0,19,1,1
1254,141,0,649,63,1
3219,363,0,129,45,1
1481,40,0,20,1,1
0,1,0,0,0,0
63,19,0,51,5,1
192,13,1743,306,15,1
43,30,50,21,8,1
423,61,0,28,3,1
1842,300,118,95,27,1
6693,81,0,5,2,1
18,10,220,657,7,1
558,134,0,4,0,1
241,91,0,421,13,1
510,38,0,2,0,1
14,4,0,1,0,1
23,6,0,40,0,1
210,91,0,7,0,1
214,20,0,20,9,1
194,46,0,18,0,1
34095,1507,0,14,0,1
307,83,24183,919,16,1
386,155,0,59,18,1
196,322,0,5,2,1
1089,79,0,5,0,1
62,72,29,11,8,1
618,38,0,2,1,1
412,99,0,4,1,1
316,282,0,4,2,1
0,8,0,0,0,0
80,8,3,85,0,1
151,90,0,3,1,1
595,62,0,1,0,1
1349,95,0,421,9,1
722,91,0,2,0,1
24,2,0,1,0,1
75,13,0,10,8,1
80,25,0,4,2,1
202,113,745,30,0,1
148,9,0,1,0,1
558,149,2642,408,42,1
2165,165,0,32,12,1
8,3,0,105,0,1
15995,320,0,183,84,1
780,33,0,50,1,1
9,375,0,115,3,1
274,39,0,6,2,1
16043,948,0,27,14,1
90,40,111,101,33,1
111,458,0,4,2,1
39,34,4655,484,1,1
1051,206,0,14,4,1
539,80,0,3,1,1
124,16,0,6,1,1
36,17,0,20,0,1
19,2,0,9,0,1
481,1196,85,45,7,1
86,13,0,3,0,1
187,16,0,89,1,1
111,13,0,116,2,1
269,78,0,2,0,1
492,99,100,2098,31,1
265,48,0,32,2,1
98,16,0,63,0,1
7,1,0,6,0,1
179,22,0,2,0,1
179,63,40016,1064,4,1
148,20,0,51,10,1
87,34,989,342,2,1
18,4,192,84,1,1
120,25,92,131,10,1
1457,169,11317,355,15,1
126,5,0,19,0,1
1349,95,0,193,4,1
124,15,0,13,0,1
261,82,85916,4637,16,1
70,21,151,38,8,1
165,59,0,17,1,1
84,10,0,37,4,1
584,84,0,36,15,1
1280,183,0,128,21,1
1610,285,0,77,18,1
85,1,171,1541,1,1
878,66,0,5,1,1
759,92,0,195,27,1
1909,81,0,7,2,1
22,7,0,1,0,1
1,2,0,2,0,1
171,90,198,239,24,1
392,64,0,5,0,1
30,5,130,15,1,1
1493,59,0,108,12,1
1889,192,0,1,0,1
59,24,155,220,5,1
35,11,0,12,8,1
1995,53,0,87,7,1
43,84,101,304,8,1
22,20,41,125,16,1
631,150,1804,517,77,1
51,3,0,7,0,1
298,24,0,3,2,1
7394,757,1462,273,117,1
54,13,0,54,0,1
3,1,0,1,0,1
111,53,177,275,15,1
39,1,0,1,0,1
3174,138,0,4,2,1
228,20,1921,2951,12,1
21,18,0,32,9,1
249,21,0,27,0,1
166,10,0,6,0,1
241,27,0,5,2,1
1753,254,0,29,2,1
91,12,0,45,0,1
84,14,49,27,8,1
448,40,0,69,9,1
173,2,0,1,0,1
23,72,0,11,0,1
1,19,0,24,0,1
115,25,0,3,1,1
421,35,0,14,1,1
642,42,0,158,11,1
63,62,43,40,27,1
27,6,0,3,0,1
16,2,79,76,4,1
25,27,31,14,11,1
251,32,0,10,0,1
20,16,0,5,0,1
154,162,0,4,0,1
192,14,0,14,0,1
22,13,0,41,1,1
260,47,0,2,0,1
107,2,0,32,2,1
44,2,0,1,0,1
683,60,0,45,2,1
148,10,0,500,3,1
12,18,0,1765,0,1
521,35,0,70,1,1
206,84,0,119,1,1
6,18,0,173,3,1
95,172,0,33,3,1
880,90,0,112,10,1
17,6,213,166,5,1
1889,28,0,1,0,1
23,247,3,3035,1,1
35,4,106,194,2,1
33,9,14,96,2,1
170,22,0,61,1,1
1587,151,0,5,3,1
65,34,0,45,13,1
44,4,0,158,1,1
234,19,62,11,1,1
55,75,0,2,0,1
157,53,0,309,9,1
308,48,0,1,0,1
598,9,0,4,0,1
140,14,0,72,2,1
14,1,0,1,0,1
821,58,0,95,14,1
193,58,0,6,0,1
9,5,46,14,3,1
57,14,0,1,0,1
56,4,0,1,0,1
708,146,0,832,47,1
817,92,1094,271,21,1
245,37,0,266,5,1
133,186,172,85,4,1
53,12,34095,1507,2,1
250,159,0,10,4,1
15,2,329,1648,3,1
1396,289,0,76,17,1
0,1,0,0,0,0
14,10,25,373,1,1
189,26,0,12,1,1
7567,305,0,214,65,1
153,40,0,5,1,1
125,19,0,28,9,1
27,21,31,14,7,1
17,192,0,4,1,1
98,27,0,185,1,1
106,25,0,1,0,1
17,5,15,1841,2,1
772,70,0,239,19,1
27,6,189,98,11,1
175,138,30,29,4,1
1,2,764195,4841,0,1
2420,86,0,148,14,1
29,13,0,37,2,1
9,5,764195,4841,4,1
501,85,0,7,1,1
112,40,0,2,0,1
31,99,1225,419,8,1
832,24,0,1,0,1
32,3,0,4,0,1
153,25,228,2002,33,1
1,32,162,1592,0,1
119,108,0,43,2,1
110,136,0,15,2,1
63,1,10,150,0,1
627,71,0,5,1,1
130,12,0,1,0,1
1,7,250,89,0,1
2413,38,0,18,4,1
124,17,0,68,2,1
163,15,0,6,0,1
44,50,0,14,3,1
39,15,0,108,0,1
359,105,0,5,0,1
2018,133,26502,1181,105,1
191,15,0,29,2,1
864,142,0,28,3,1
313,74,0,47,16,1
117,107,0,1,0,1
99,224,0,77,3,1
4,1,0,1,0,1
258,42,0,74,1,1
54,1,0,119,1,1
78,54,85,76,34,1
521,262,0,231,5,1
172,28,0,4,0,1
550,68,0,1,0,1
206,14,0,3,1,1
66,39,0,31,0,1
6808,273,0,13,2,1
120,24,0,1,0,1
177,185,0,22,7,1
187,2358,0,3,0,1
115,3,0,6,0,1
283,41,0,109,18,1
266,10,0,4,0,1
78,14,0,6,2,1
1988,31,0,149,54,1
1318,80,0,687,60,1
67,10,49,377,7,1
129,45,0,8,0,1
215,112,513,273,19,1
41367,406,0,1,0,1
88,32,0,17,1,1
41,6,0,8,2,1
214,5,0,11,1,1
14,8,47,302,2,1
2823,116,0,27,12,1
105,51,42857,2014,22,1
88,5,0,2,1,1
28,1,0,1,0,1
453,183,0,974,7,1
1,4,88,285,0,1
253,395,0,33,5,1
174,35,0,1,0,1
1614,125,0,687,42,1
72,7,0,13,0,1
1022,64,0,4,0,1
65,34,0,8,3,1
112,47,202,54,1,1
272,73,0,5,2,1
152,100,0,8,0,1
114,22,0,4,0,1
679,11,0,211,6,1
172,19,0,4,0,1
1190,41,0,10,3,1
307,80,0,1272,6,1
127,32,0,5,0,1
38,11,0,2,0,1
647,242,0,32,4,1
230,63,122,33,5,1
99,17,61,9,1,1
119,38,93,43,8,1
340,41,0,18,0,1
129,116,724,62,15,1
48,23,119,66,21,1
9020,351,0,101,45,1
24,10,0,5,1,1
317,45,42857,2014,30,1
105,6,0,10,1,1
1198,80,0,13,1,1
5,1,0,1,0,1
2386,103,3442,867,55,1
804,45,0,4,1,1
91,84,0,48,5,1
216,36,0,23,1,1
502,358,2886,594,70,1
184,34,996,1035,24,1
58,5,0,33,0,1
38,4,0,1,0,1
1325,275,0,44,21,1
47,25,0,233,10,1
151,13,0,3,1,1
218,23,0,6,1,1
1033,204,3239,68,4,1
1511,75,0,2,0,1
25576,238,0,46,34,1
945,114,0,3,0,1
301,55,0,11,6,1
1,11,0,26,0,1
40,13,164,75,2,1
98,43,0,6,0,1
388,50,0,36,3,1
188,79,0,11,1,1
723,64,0,81,3,1
339,57,0,31,0,1
1720,88,0,5,1,1
150,11,0,159,0,1
37,7,0,1,0,1
31,26,26,26,1,1
131,40,0,6,2,1
927,106,0,19,1,1
56,339,43,80,9,1
159,20,0,106,3,1
308,28,2155,185,17,1
44,33,92,98,14,1
1909,401,0,2,0,1
11,3,175,220,2,1
411,41,0,296,13,1
1057,223,168,15,2,1
302,15,0,6,0,1
1,4,0,1,0,1
88,12,0,12,2,1
148,27,0,11,0,1
335,34,0,25,4,1
708,253,0,54,19,1
324,127,226,19,4,1
130,18,906,248,15,1
460,52,0,59,8,1
346,110,3168,627,48,1
64,20,101,153,3,1
605,150,12610,397,33,1
255,250,0,637,30,1
1047,23,0,372,8,1
4,13,0,13,2,1
80,64,0,29,5,1
136,40,6774,377,11,1
81,36,0,27,0,1
941,180,1456,1227,36,1
394,163,0,5,1,1
3937,249,0,22,8,1
4157,152,0,44,3,1
3488,277,0,26,2,1
10477,911,9972,689,102,1
24613,704,0,115,31,1
45,39,0,10,1,1
22,3,0,13,0,1
202,40,0,4,1,1
269,16,0,43,0,1
2,2,53,342,0,1
99,41,122,49,1,1
119,54,315,200,15,1
707,138,0,73,9,1
499,99,1663,583,43,1
167,2,0,20,2,1
828,65,0,7,0,1
1585,149,19546,601,65,1
304,14,0,26,1,1
16,18,71,263,0,1
4,1,0,6,0,1
31,90,0,1,0,1
41,9,0,29,0,1
139,35,153,298,12,1
247,21,0,15,2,1
471,52,690,2605,66,1
34,28,0,2,0,1
726,50,0,862,4,1
17,24,0,4,2,1
2517,320,0,3,1,1
57,32,0,3,0,1
118,28,77,265,8,1
134,81,0,3,0,1
3831,187,0,1,0,1
73,11,0,1,0,1
429,172,0,12,3,1
207,136,20710,649,4,1
2336,67,0,7,1,1
1994,236,0,1,0,1
1518,115,0,6,0,1
42,4,0,15,0,1
25985,565,0,177,91,1
156,48,0,1,0,1
379,18,0,3,1,1
56,11,0,79,0,1
85,160,191,219,18,1
19,20,0,4,2,1
28,6,0,9,1,1
1826,257,0,19,7,1
105,60,0,1,0,1
471,20,0,2,0,1
325,25,0,19,5,1
24,8,56,11,3,1
736,138,0,24,8,1
61,6,0,1,0,1
157,35,510,637,12,1
7987,202,0,55,25,1
251,77,0,9,3,1
183,40,0,7,4,1
98,16,0,1769,9,1
64,102,0,12,0,1
48,6,0,1,0,1
133,165,30,2,1,1
179,222,3831,351,14,1
306,37,0,23,1,1
106,5,0,1,0,1
252,43,0,31,0,1
100,2098,0,37,1,1
39,31,1689,253,4,1
151,3,0,56,0,1
1105,54,0,8,4,1
32761,774,0,151,81,1
1347,142,0,96,40,1
47,13,0,16,0,1
51,8,0,3,0,1
19,16,97,131,15,1
155,2,0,4,0,1
53,40,79,49,24,1
8054,587,4550,304,89,1
48,12,18,3654,1,1
70,43,59,59,34,1
104,112,105794,3193,5,1
99,10,0,13,0,1
0,39,0,0,0,0
79,1,296,655,11,1
1,5,57,903,0,1
12,1,13227,448,1,1
114,16,0,3,1,1
0,407,0,0,0,0
539,222,0,24,7,1
78,7,0,6,0,1
29,12,286,114,11,1
145,35,0,6,3,1
5873,139,0,3,0,1
1913,201,0,1,0,1
208,124,0,11,4,1
190,5,0,1,0,1
101,304,47,302,18,1
161,14,0,134,3,1
18,1,0,3,0,1
50,2,0,1,0,1
876,76,0,15,1,1
2100,179,0,2,1,1
33,2,0,1,0,1
223,13,0,37,0,1
66,22,121,227,1,1
10,41,55,296,0,1
232,44,270,49,5,1
333,96,10017,678,36,1
200,86,0,13,4,1
62807,1107,0,54,48,1
172,87,0,16,1,1
56,17,5655,932,10,1
91,31,0,88,5,1
217,65,0,1,0,1
227,110,740,232,17,1
894,134,0,1,0,1
75,175,0,1,0,1
1,3,229,468,0,1
32,11,0,1,0,1
425,64,704,812,25,1
209,70,73,826,21,1
76,22,0,34,1,1
12183,436,4617,289,91,1
956,214,0,16,5,1
5850,155,0,52,13,1
79,87,0,22,0,1
1417,142,2352,1043,43,1
424,248,149,204,30,1
92,131,0,37,7,1
8083,203,0,422,130,1
79,43,0,7,3,1
174,35,511816,1530,10,1
17401,551,6744,505,125,1
9540,398,0,138,80,1
154,12,0,286,17,1
97,11,348,107,9,1
161,64,0,77,23,1
38,79,0,93,4,1
41,7,357,568,16,1
15678,981,0,40,21,1
19,16,0,114,0,1
31,115,0,5,1,1
0,1,0,0,0,0
82,37,0,6,0,1
4916,145,0,142,86,1
8,3,120,91,0,1
18,48,0,95,4,1
1602,344,0,3,1,1
4229,333,0,7,0,1
231,89,82,755,45,1
1,2,1337,144,0,1
588,3,0,110,0,1
65,5,0,110,0,1
201,37,0,22,9,1
423,27,0,1,0,1
855,85,29041,931,20,1
0,31,0,0,0,0
722,112,0,38,28,1
41,9,0,1,0,1
17,7,0,1,0,1
155,25,0,20,0,1
25,9,59,210,4,1
1039,123,0,69,14,1
1318,138,0,289,37,1
115,17,0,19,1,1
26,2,0,1,0,1
187,20,496,198,2,1
112,18,122,38,9,1
144,251,290,508,24,1
384,17,0,294,1,1
198,52,0,9,1,1
13,1,0,1,0,1
70,13,0,4,0,1
804,25,0,62,8,1
143,15,0,2,0,1
19,4,132,23,1,1
38,32,32,33,14,1
590,31,933,611,49,1
720,75,0,213,4,1
36,4,0,2,0,1
561,69,161,130,29,1
9317,107,0,82,5,1
142,17,0,12,3,1
19,34,120,24,8,1
181,10,0,1765,4,1
141,37,0,87,1,1
28,8,29,5,3,1
3,1215,0,55,2,1
89464,1630,0,37,32,1
5,10,0,36,0,1
82,51,0,133,6,1
111,27,547,66,9,1
201,59,0,16,2,1
573,60,0,3,2,1
225,27,0,24,5,1
959,263,648,189,36,1
34,25,0,6,0,1
527,172,0,48,21,1
35,9,262,32,0,1
81,12,0,19,2,1
13,3,138,221,8,1
179,7,0,18,1,1
1019,844,0,57,19,1
99,25,87,1267,10,1
25,10,0,34,2,1
0,8,0,0,0,0
59,19,29,4,3,1
5210,96,0,9,2,1
8479,407,0,1,0,1
318,41,115,107,31,1
32,4,0,1,0,1
68,3,0,1,0,1
94,152,0,36,2,1
925,27,0,22,0,1
11,2,0,2,0,1
31,6,1362,52,5,1
5964,203,3348,114,18,1
36,1,129,555,11,1
752,40,0,95,9,1
125,73,0,17,1,1
85,23,7,431,2,1
36,20,102,335,9,1
248,13,0,10,0,1
198,43,0,8,0,1
45,8,103,46,4,1
18,3,0,201,3,1
1,1,0,43,0,1
1,1,0,3,0,1
123,29,32035,1337,1,1
19,5,0,3,0,1
560,22,0,4,1,1
233,98,0,13,1,1
53,33,0,8,1,1
79,52,188,128,21,1
6,4,5,8,3,1
236,94,0,7,2,1
159,56,0,2,0,1
1138,163,0,108,27,1
328,94,0,29,1,1
6,3,0,8,1,1
165,25,0,138,1,1
1,1,241,2532,0,1
93,27,21,15,12,1
447,24,0,82,1,1
66,10,2454,236,2,1
1051,366,0,56,2,1
2944,234,0,31,11,1
159,33,0,280,0,1
86,38,76,60,22,1
14,3,690,360,0,1
198,29,0,4,0,1
21,2,764195,4841,10,1
63,9,96437,1592,8,1
3140,115,0,17,5,1
235,26,0,240,5,1
84,22,0,1,0,1
710,85,0,156,9,1
2133,378,0,5,2,1
254,158,0,1,0,1
2758,73,0,117,57,1
371,81,433,57,29,1
63,6,0,87,1,1
25,2,0,2,1,1
85,7,6319,173,1,1
243,60,0,93,3,1
237,13,0,58,1,1
583,16,0,4,0,1
96,27,0,2,0,1
1888,79,0,15,1,1
194,37,0,1,0,1
560,139,0,58,2,1
49,12,10,150,2,1
94,5,0,3,0,1
136,22,0,1,0,1
853,48,0,5,4,1
7,3,0,1,0,1
111,458,0,421,3,1
203,61,0,6,2,1
964,2,0,5,0,1
1655,175,0,127,11,1
192,84,0,350,3,1
1425,144,0,243,34,1
260,47,0,9,2,1
64,22,107,463,20,1
91,24,0,773,2,1
12,4,151,71,2,1
38,9,84,16,1,1
15,22,1921,2951,2,1
45,37,0,31,4,1
25,5,0,7,1,1
21104,1820,0,275,124,1
449,46,0,2,0,1
4435,216,0,101,64,1
9,1,0,1,0,1
499,56,1332,170,10,1
246,55,0,4,0,1
39,4,0,1,0,1
1864,219,191,219,29,1
212,26,55,11,4,1
275,55,7,431,3,1
82322,1235,0,49,40,1
250,41,89,21,11,1
99,71,0,2,1,1
343,92,0,59,13,1
762,46,0,19,2,1
1346,125,0,74,13,1
3855,305,0,1,0,1
1820,296,0,33,11,1
37,1,0,7,0,1
43,86,0,3,2,1
92,15,0,1,0,1
140,14,0,33,1,1
266,55,0,8,0,1
301,8,0,7,1,1
231,19,0,6,0,1
162,16,0,302,0,1
47,22,6,768,11,1
44,9,0,8,4,1
347,224,221,452,59,1
150,9,0,21,4,1
72,39,105,72,22,1
1,6,5,1,0,1
121,21,0,70,5,1
49,22,139,58,1,1
501,46,0,27,1,1
193,48,0,1,0,1
52,29,0,122,1,1
247,41,0,127,5,1
89,32,0,5,0,1
214,97,401,86,37,1
209,70,0,13,2,1
283,3,0,2,0,1
149,16,13,1,0,1
89,19,0,3,0,1
5587,1172,0,14,7,1
52,10,0,2,1,1
608,47,0,343,16,1
26,39,0,29,10,1
4,79,0,32,3,1
39,4,0,9,2,1
1602,344,0,14,2,1
108,136,119,40,12,1
286,99,300,711,23,1
241,27,0,6,1,1
298,86,1,54,2,1
113,25,0,142,1,1
1567,165,82322,1235,91,1
850,692,28974,1591,148,1
266,62,12065,335,2,1
97,4,0,17,2,1
42907,792,0,23,19,1
289,6,0,1,0,1
0,2,0,0,0,0
12065,335,0,1,0,1
82,88,0,8,0,1
126,13,0,1,0,1
86,9,0,20,0,1
268,209,0,31,10,1
495,62,0,147,5,1
11,1,0,407,0,1
11573,299,0,15,1,1
109,6,0,105,3,1
44,12,16,555,2,1
101,23,578,173,12,1
14044,712,0,12,7,1
351,32,1348,1838,25,1
46,31,113,70,25,1
31,5,0,3,0,1
815,15,0,7,0,1
86,11,0,31,0,1
19,4,0,6,0,1
2,23,98625,2466,0,1
4601,358,0,212,61,1
61390,656,0,6,4,1
288,7,0,9,1,1
1661,86,0,58,9,1
45,14,25,103,2,1
10,21,0,3,0,1
1198,80,0,5,0,1
68,23,0,1,0,1
241,18,0,1,0,1
75,40,0,17,1,1
62,14,2083,253,6,1
667,49,1456,1227,73,1
2,2,0,91,0,1
102,5,0,31,1,1
2149,177,0,6,0,1
118413,1143,0,1,0,1
40,45,43,7,3,1
90,70,0,596,1,1
445,117,0,3,0,1
80,38,0,1,0,1
3377,268,0,2,0,1
2905,118,0,27,6,1
7018,325,25,198,65,1
601,241,456,47,11,1
102,71,0,6,0,1
10458,109,0,1,0,1
12,3,102,210,0,1
412,15,0,3,0,1
62,25,0,12,1,1
123,29,0,7,0,1
64,7,0,44,3,1
201,3,0,18,0,1
28,4,0,2,0,1
7,95,550,146,2,1
3420,60,0,39,3,1
2,5,249,15,1,1
4,2,0,13,1,1
103,6,0,618,1,1
181,26,0,177,3,1
13,8,0,44,0,1
836,93,43350,706,39,1
107,3,0,131,0,1
808,65,0,56,15,1
118,14,0,11,1,1
8595,108,0,1,0,1
1829,48,0,76,19,1
53,4,0,1,0,1
254,46,0,2,0,1
3665,470,0,221,63,1
277,160,0,39,12,1
228,66,418,38,1,1
43,18,163,817,3,1
150,17,162,1881,2,1
5,3,0,2,0,1
69,4,20,663,2,1
15,6,0,386,2,1
5367,73,0,2,0,1
33,9,127,32,2,1
724,124,74,161,31,1
11430,719,0,16,12,1
1053,113,427,1354,116,1
72,475,0,66,4,1
115,36,0,574,1,1
186,42,0,4,0,1
100,27,69,15,6,1
0,10,0,0,0,0
11317,138,0,1,0,1
39,4,0,32,0,1
211,282,118413,1143,12,1
219,32,0,1,0,1
619,204,1741,321,79,1
0,27,0,0,0,0
3240,126,0,210,22,1
483,128,0,3,0,1
8,115,0,9,0,1
136,57,96,20,4,1
86,33,17,10,8,1
429,157,0,13,4,1
124,41,9825,860,10,1
23,1,0,1,0,1
42,8,0,34,1,1
306,74,0,12,2,1
15,8,138,221,9,1
7,149,0,6,0,1
1448,200,0,3,0,1
1654,97,0,1,0,1
127,34,0,55,1,1
34,4,0,2,1,1
585,42,0,929,27,1
63,5,0,12,0,1
342,42,0,49,4,1
414,51,0,7,1,1
58,1,0,1,0,1
550,77,0,26,4,1
174,15,0,6,2,1
1174,287,213,224,83,1
245,102,107,34,21,1
61,22,0,10,6,1
59,38,0,4,0,1
229,26,0,53,1,1
175,22,1992,401,14,1
54,20,0,47,0,1
284,23,0,5,1,1
88,109,0,47,5,1
2492,52,0,169,13,1
1279,138,0,6,0,1
69,3,0,22,0,1
249,19,0,1,0,1
1695,75,0,20,8,1
393,22,0,42,1,1
9940,770,0,1,0,1
77,74,0,1,0,1
243,16,0,1,0,1
195,18,0,63,2,1
250,28,0,2,0,1
191,219,0,2,1,1
732,266,198,33,7,1
7,2,0,671,0,1
128,264,376,79,11,1
33,2,0,147,0,1
110,54,0,22,0,1
120,35,64,74,1,1
288,47,0,10,4,1
366,269,111,437,124,1
27,3,14,374,2,1
235,74,200,693,33,1
8777,225,0,28,3,1
1,12,203,69,0,1
70,26,107917,873,2,1
156,11,19669,767,1,1
216,316,0,218,6,1
290,67,0,17,7,1
169,114,163,817,20,1
5417,562,0,35,15,1
22965,570,0,248,112,1
690,58,0,372,6,1
155,127,0,12,2,1
221,72,0,70,11,1
53,33,0,12,1,1
580,19,0,10,0,1
99,8,72,129,20,1
270,49,336,840,22,1
2556,224,0,83,13,1
12,2,0,5,1,1
682,57,153,658,18,1
43,16,172,28,5,1
69,39,0,37,3,1
472,85,0,32,7,1
5,3,0,3,0,1
64,21,0,4,0,1
72,119,0,3,0,1
113,46,0,10,0,1
302,112,0,6,4,1
102,28,0,4,0,1
207,13,0,124,0,1
69,1,0,49,0,1
56,3,0,29,0,1
195,61,0,53,10,1
424,52,0,299,5,1
1608,230,1019,844,181,1
910,46,0,11,3,1
335,34,0,212,9,1
304,55,0,4,1,1
28,24,0,22,1,1
133,45,0,3,0,1
7929,257,0,6,2,1
543,277,933,611,57,1
91,35,375,273,35,1
132,48,56,20,3,1
947,129,0,1,0,1
7,2,58,21,1,1
586,90,0,1037,13,1
651,75,0,313,37,1
212,80,108,80,16,1
6,5,0,308,0,1
49,9,0,22,8,1
93,27,43,40,32,1
22,11,14576,2084,13,1
316,798,74,464,86,1
68,2,0,3,0,1
63,3,0,1,0,1
302,41,887,94,9,1
81,20,0,4,1,1
135,95,0,13,3,1
116,10,0,3,0,1
224,12,511,97,7,1
332,62,0,107,5,1
76,10,0,6,0,1
222,107,379,227,23,1
628,68,0,9,1,1
3831,351,0,1,0,1
62,28,217,196,4,1
120,21,0,362,5,1
210,115,151,112,14,1
539,42,23884,799,15,1
1266,51,0,2,1,1
1,149,0,46,0,1
14,3,0,43,2,1
325,108,0,14,2,1
84,8,0,3,2,1
113,424,180,122,20,1
103,9,0,151,1,1
530,85,0,117,35,1
1853,182,0,119,14,1
2,2,0,55,0,1
465,124,0,9,6,1
122,9,85916,4637,10,1
545,40,0,11,2,1
1414,139,9909,333,63,1
564,142,1533,1412,96,1
155,6,0,2,1,1
812,11,0,3,1,1
333,166,0,10,6,1
58,10,0,47,3,1
110,19,0,4,1,1
747,101,0,41,4,1
174,115,0,681,19,1
109,323,0,244,20,1
14747,367,0,269,117,1
160,15,0,8,1,1
201,3,166,616,3,1
156,51,0,59,11,1
0,2,0,0,0,0
401,28,0,15,4,1
909,142,0,259,37,1
56,47,0,29,2,1
